answer_llm,answer_orig,document,question,course,cosine
"To verify successful authentication on Github from Saturn Cloud, you should run the command `ssh -T git@github.com` in the terminal on Saturn Cloud. If authentication is successful, you will receive a corresponding notification.","Connecting your GPU on Saturn Cloud to Github repository is not compulsory, since you can just download the notebook and copy it to the Github folder. But if you like technology to do things for you, then follow the solution description below:
Solution description: Follow the instructions in these github docs to create an SSH private and public key:
https://docs.github.com/en/authentication/connecting-to-github-with-ssh/generating-a-new-ssh-ke
y-and-adding-it-to-the-ssh-agenthttps://docs.github.com/en/authentication/connecting-to-github-with-ssh/adding-a-new-ssh-key-to-your-github-account?tool=webui
Then the second video on this module about saturn cloud would show you how to add the ssh keys to secrets and authenticate through a terminal.
Or alternatively, you could just use the public keys provided by Saturn Cloud by default. To do so, follow these steps:
Click on your username and on manage
Down below you will see the Git SSH keys section.
Copy the default public key provided by Saturn Cloud
Paste these key into the SSH keys section of your github repo
Open a terminal on Saturn Cloud and run this command “ssh -T git@github.com”
You will receive a successful authentication notice.
Odimegwu David",f721d54b,What command should I run to verify successful authentication on Github from Saturn Cloud?,machine-learning-zoomcamp,0.81685674
"The Python TensorFlow template has been moved to ""python deep learning tutorials,"" which is shown on the Saturn Cloud home page.","This template is referred to in the video 8.1b Setting up the Environment on Saturn Cloud
but the location shown in the video is no longer correct.
This template has been moved to “python deep learning tutorials’ which is shown on the Saturn Cloud home page.
Steven Christolis",69cd4897,Where is the Python TensorFlow template now located?,machine-learning-zoomcamp,0.72418827
"The Python TensorFlow template is referred to in the video ""8.1b Setting up the Environment on Saturn Cloud."" However, the location shown in the video is no longer correct, and the template has been moved to ""python deep learning tutorials,"" which is shown on the Saturn Cloud home page.","This template is referred to in the video 8.1b Setting up the Environment on Saturn Cloud
but the location shown in the video is no longer correct.
This template has been moved to “python deep learning tutorials’ which is shown on the Saturn Cloud home page.
Steven Christolis",69cd4897,Which video refers to the Python TensorFlow template?,machine-learning-zoomcamp,0.89877445
"The location shown in video 8.1b for the TensorFlow template is no longer correct. The template has been moved to ""python deep learning tutorials"" on the Saturn Cloud home page.","This template is referred to in the video 8.1b Setting up the Environment on Saturn Cloud
but the location shown in the video is no longer correct.
This template has been moved to “python deep learning tutorials’ which is shown on the Saturn Cloud home page.
Steven Christolis",69cd4897,Is the location shown in video 8.1b still correct for the TensorFlow template?,machine-learning-zoomcamp,0.7763611
You can find 'python deep learning tutorials' on the Saturn Cloud home page.,"This template is referred to in the video 8.1b Setting up the Environment on Saturn Cloud
but the location shown in the video is no longer correct.
This template has been moved to “python deep learning tutorials’ which is shown on the Saturn Cloud home page.
Steven Christolis",69cd4897,Where can I find 'python deep learning tutorials' on Saturn Cloud?,machine-learning-zoomcamp,0.6484951
The information about the new location of the Python TensorFlow template was provided by Steven Christolis.,"This template is referred to in the video 8.1b Setting up the Environment on Saturn Cloud
but the location shown in the video is no longer correct.
This template has been moved to “python deep learning tutorials’ which is shown on the Saturn Cloud home page.
Steven Christolis",69cd4897,Who provided the information about the new location of the Python TensorFlow template?,machine-learning-zoomcamp,0.49216744
"To resolve the ""module scipy not found"" error in the Saturn Cloud TensorFlow image, you should install the `scipy` module. You can do this by running the command `!pip install scipy` in a new cell of your Jupyter notebook. After installation, restart the kernel and try fitting the model again. Additionally, to prevent this issue in the future, you can specify `scipy` in the “Extra Packages” section under pip when creating the Jupyter server resource in Saturn Cloud. This ensures that `scipy` will be automatically installed when the server spins up.","The above error happens since module scipy is not installed in the saturn cloud tensorflow image. While creating the Jupyter server resource, in the “Extra Packages” section under pip in the textbox write scipy. Below the textbox, the pip install scipy command will be displayed. This will ensure when the resource spins up, the scipy package will be automatically installed. This approach can also be followed for additional python packages.
Sumeet Lalla",346e799a,How can I resolve the module scipy not found error in Saturn Cloud tensorflow image?,machine-learning-zoomcamp,0.88564503
"To fix the ""module not found"" error for scipy in Saturn Cloud, you need to specify the installation of the scipy package when creating a Jupyter server resource. Do this by writing ""scipy"" in the “Extra Packages” section under pip in the textbox provided. This will ensure that when the resource is launched, the scipy package will be automatically installed. Alternatively, you can install the module manually in a new cell within your notebook by running the command `!pip install scipy` and then restarting the kernel before fitting the model again.","The above error happens since module scipy is not installed in the saturn cloud tensorflow image. While creating the Jupyter server resource, in the “Extra Packages” section under pip in the textbox write scipy. Below the textbox, the pip install scipy command will be displayed. This will ensure when the resource spins up, the scipy package will be automatically installed. This approach can also be followed for additional python packages.
Sumeet Lalla",346e799a,Where do I need to add scipy in Saturn Cloud to fix the module not found error?,machine-learning-zoomcamp,0.8720572
"To install `scipy` automatically in Saturn Cloud, follow these steps:

While creating your Jupyter server resource, go to the “Extra Packages” section under pip, and in the provided textbox, write `scipy`. Below this textbox, the command `pip install scipy` will be displayed. This setup ensures that when the resource spins up, the `scipy` package will be automatically installed. This method can also be applied to install any additional Python packages you might need.","The above error happens since module scipy is not installed in the saturn cloud tensorflow image. While creating the Jupyter server resource, in the “Extra Packages” section under pip in the textbox write scipy. Below the textbox, the pip install scipy command will be displayed. This will ensure when the resource spins up, the scipy package will be automatically installed. This approach can also be followed for additional python packages.
Sumeet Lalla",346e799a,What should I do to install scipy automatically in Saturn Cloud?,machine-learning-zoomcamp,0.8071438
"Yes, there is a way to ensure that scipy is installed when the Jupyter server starts in Saturn Cloud. When creating the Jupyter server resource, in the “Extra Packages” section under pip, write ""scipy"" in the textbox. This will display the `pip install scipy` command below the textbox, ensuring that the scipy package will be automatically installed when the resource spins up. This method can also be used to install additional Python packages automatically.","The above error happens since module scipy is not installed in the saturn cloud tensorflow image. While creating the Jupyter server resource, in the “Extra Packages” section under pip in the textbox write scipy. Below the textbox, the pip install scipy command will be displayed. This will ensure when the resource spins up, the scipy package will be automatically installed. This approach can also be followed for additional python packages.
Sumeet Lalla",346e799a,Is there a way to ensure scipy is installed when the Jupyter server starts in Saturn Cloud?,machine-learning-zoomcamp,0.74945974
